processo_id,data_distribuicao,data_ultima_mov,lead_time_days,uf,tipo_acao,valor_causa,risco_cpc25,probabilidade_perda,valor_provisao,custo_defesa,status
PROC-2026-03560,2017-10-23,2018-08-07,288,SP,Cível - Outros,37491.3,Possível,0.34,18745.65,9080.85,Encerrado
PROC-2026-03561,2018-12-08,2023-08-26,1722,SP,Cível - Execução,351040.35,Provável,0.73,257915.51,55539.52,Encerrado
PROC-2026-03562,2015-12-16,2020-04-17,1584,SP,Cível - Outros,227969.9,Provável,0.92,210467.97,61703.69,Ativo
PROC-2026-03563,2016-02-09,2018-11-30,1025,SP,Cível - Execução,253439.52,Provável,0.99,250153.0,38227.88,Encerrado
PROC-2026-03564,2018-11-30,2020-07-10,588,SP,Cível - Outros,140372.31,Provável,0.82,115017.06,38344.9,Encerrado
PROC-2026-03565,2018-07-31,2020-06-10,680,SP,Cível - Execução,164485.02,Provável,0.72,117701.01,30751.49,Encerrado
PROC-2026-03566,2017-02-26,2030-01-09,4700,SP,Cível - Execução,69618.94,Provável,0.95,65886.67,118054.21,Encerrado
PROC-2026-03567,2017-01-30,2019-02-28,759,SP,Cível - Execução,95196.44,Provável,0.9,86012.1,17173.25,Ativo
PROC-2026-03568,2016-10-06,2019-04-19,925,SP,Cível - Execução,474059.61,Provável,0.82,389776.88,17253.15,Encerrado
PROC-2026-03569,2015-01-21,2016-02-09,384,SP,Cível - Outros,212682.73,Possível,0.44,106341.36,22571.78,Encerrado
PROC-2026-03570,2015-06-16,2022-12-06,2730,SP,Cível - Execução,330188.77,Provável,0.87,287814.03,163640.66,Encerrado
PROC-2026-03571,2016-08-09,2020-07-19,1440,SP,Cível - Execução,319960.88,Provável,0.76,242189.81,60596.88,Encerrado
PROC-2026-03572,2017-11-14,2018-11-17,368,SP,Cível - Execução,202069.33,Possível,0.58,101034.66,20980.87,Encerrado
PROC-2026-03573,2017-03-27,2020-03-11,1080,SP,Cível - Outros,317271.28,Provável,0.98,312432.58,43758.68,Ativo
PROC-2026-03574,2017-08-16,2021-11-23,1560,SP,Cível - Outros,279922.73,Provável,0.97,271596.59,97988.08,Ativo
PROC-2026-03575,2016-07-29,2022-05-27,2128,SP,Cível - Outros,475659.71,Provável,0.85,405284.05,48638.75,Encerrado
PROC-2026-03576,2015-02-13,2020-09-02,2028,SP,Cível - Execução,319484.01,Possível,0.57,159742.01,99144.62,Encerrado
PROC-2026-03577,2018-02-12,2020-11-16,1008,SP,Cível - Outros,140146.39,Provável,0.89,124218.08,56040.99,Ativo
PROC-2026-03578,2016-10-31,2018-10-29,728,SP,Cível - Execução,105451.6,Provável,0.84,88626.17,26677.12,Ativo
PROC-2026-03579,2017-12-17,2020-05-23,888,SP,Cível - Indenizatória,285827.88,Provável,0.9,258063.06,48863.28,Encerrado
PROC-2026-03580,2018-05-23,2019-11-13,539,SP,Cível - Execução,169496.54,Possível,0.58,84748.27,34575.03,Encerrado
PROC-2026-03581,2019-02-13,2021-12-15,1036,SP,Cível - Outros,215579.37,Provável,0.93,199923.19,61407.72,Encerrado
PROC-2026-03582,2015-02-27,2019-09-19,1665,SP,Cível - Outros,176072.7,Provável,0.88,154353.04,91967.0,Encerrado
PROC-2026-03583,2019-08-26,2020-12-31,493,SP,Cível - Outros,255207.6,Provável,0.92,234638.98,28552.89,Ativo
PROC-2026-03584,2017-09-26,2025-02-07,2691,SP,Cível - Execução,318499.59,Provável,0.86,273257.8,92707.47,Encerrado
PROC-2026-03585,2017-09-13,2018-11-27,440,SP,Cível - Execução,359843.46,Possível,0.36,179921.73,8392.83,Ativo
PROC-2026-03586,2015-02-22,2020-03-27,1860,SP,Cível - Outros,263976.25,Provável,0.93,245377.73,76512.42,Encerrado
PROC-2026-03587,2018-06-19,2023-12-26,2016,SP,Cível - Execução,243211.35,Provável,0.91,221386.42,89703.71,Encerrado
PROC-2026-03588,2017-05-08,2022-04-06,1794,SP,Cível - Outros,88974.58,Provável,0.82,72696.88,35475.32,Encerrado
PROC-2026-03589,2018-09-17,2020-08-17,700,SP,Cível - Outros,108962.25,Provável,0.74,80967.56,19846.07,Encerrado
PROC-2026-03590,2019-06-29,2021-11-03,858,SP,Cível - Execução,228620.26,Provável,0.71,162923.52,18148.99,Encerrado
PROC-2026-03591,2018-09-06,2021-05-01,968,SP,Cível - Outros,422995.13,Possível,0.63,211497.56,55128.21,Ativo
PROC-2026-03592,2015-10-30,2016-09-24,330,SP,Cível - Outros,35356.98,Possível,0.31,17678.49,20996.21,Ativo
PROC-2026-03593,2016-04-21,2020-09-03,1596,SP,Cível - Outros,160821.33,Provável,0.78,125615.67,28376.42,Encerrado
PROC-2026-03594,2019-05-20,2024-08-01,1900,SP,Cível - Execução,182894.97,Provável,0.88,161424.25,32701.32,Encerrado
PROC-2026-03595,2019-09-13,2021-07-10,666,SP,Cível - Outros,62351.56,Possível,0.37,31175.78,33996.03,Encerrado
PROC-2026-03596,2018-02-13,2019-12-17,672,SP,Cível - Execução,371552.59,Provável,0.82,304242.13,18323.59,Encerrado
PROC-2026-03597,2016-11-20,2023-01-30,2262,SP,Cível - Indenizatória,385824.68,Provável,0.9,345969.66,140682.95,Encerrado
PROC-2026-03598,2015-01-30,2017-07-09,891,SP,Cível - Execução,462369.78,Provável,0.86,399044.3,52400.77,Encerrado
PROC-2026-03599,2018-06-25,2022-09-08,1536,SP,Cível - Outros,290560.71,Provável,0.85,248287.3,49148.51,Encerrado
PROC-2026-03600,2018-02-25,2024-06-01,2288,SP,Cível - Outros,405095.02,Possível,0.42,202547.51,96566.02,Encerrado
PROC-2026-03601,2019-04-02,2021-07-13,833,SP,Cível - Outros,207357.51,Possível,0.62,103678.76,25860.97,Ativo
PROC-2026-03602,2018-07-30,2021-10-12,1170,SP,Trabalhista,330136.94,Provável,0.72,238338.52,44195.17,Ativo
PROC-2026-03603,2015-10-04,2019-10-27,1484,SP,Cível - Outros,131640.12,Possível,0.48,65820.06,83501.17,Encerrado
PROC-2026-03604,2018-08-31,2021-12-29,1216,SP,Cível - Execução,10176.28,Provável,0.98,9969.23,41887.89,Encerrado
PROC-2026-03605,2015-08-29,2017-11-18,812,SP,Cível - Execução,243511.18,Possível,0.41,121755.59,29409.46,Ativo
PROC-2026-03606,2016-07-02,2019-11-08,1224,SP,Cível - Execução,174820.9,Possível,0.58,87410.45,30335.67,Ativo
PROC-2026-03607,2018-01-07,2018-08-03,208,SP,Cível - Execução,153193.76,Possível,0.4,76596.88,7508.24,Encerrado
PROC-2026-03608,2017-02-16,2020-08-08,1269,SP,Cível - Execução,455326.08,Provável,0.87,397118.82,55036.2,Encerrado
PROC-2026-03609,2017-04-16,2020-01-19,1008,SP,Cível - Execução,11447.86,Provável,0.82,9409.64,18134.29,Encerrado
PROC-2026-03610,2017-02-27,2020-10-15,1326,SP,Cível - Execução,82111.0,Provável,0.87,71398.96,60421.26,Encerrado
PROC-2026-03611,2015-07-18,2017-11-14,850,SP,Cível - Outros,358554.03,Provável,0.79,283391.54,16898.29,Encerrado
PROC-2026-03612,2017-05-29,2018-12-17,567,SP,Cível - Outros,334592.0,Possível,0.62,167296.0,22285.72,Encerrado
PROC-2026-03613,2016-03-15,2018-07-03,840,SP,Cível - Execução,83093.41,Provável,0.76,63008.85,41766.36,Encerrado
PROC-2026-03614,2016-01-23,2018-01-12,720,SP,Cível - Execução,174060.71,Provável,0.96,166987.46,43054.88,Encerrado
PROC-2026-03615,2016-01-28,2025-02-09,3300,SP,Cível - Execução,153793.96,Provável,0.99,151740.96,153374.61,Ativo
PROC-2026-03616,2019-01-12,2022-04-14,1188,SP,Cível - Indenizatória,60619.89,Provável,0.76,46108.22,50806.73,Encerrado
PROC-2026-03617,2017-06-20,2025-03-28,2838,SP,Cível - Execução,7763.9,Provável,0.75,5806.5,147455.09,Encerrado
PROC-2026-03618,2016-01-21,2016-09-17,240,SP,Cível - Execução,333627.2,Possível,0.68,166813.6,8346.02,Encerrado
PROC-2026-03619,2017-03-13,2020-04-17,1131,SP,Cível - Outros,370633.46,Provável,0.95,352368.44,33469.42,Encerrado
PROC-2026-03620,2018-04-07,2020-05-02,756,SP,Cível - Outros,339160.72,Provável,0.71,242101.03,33682.64,Encerrado
PROC-2026-03621,2015-11-15,2017-03-09,480,SP,Cível - Outros,31905.02,Possível,0.38,15952.51,31590.43,Encerrado
PROC-2026-03622,2016-03-24,2023-12-28,2835,SP,Cível - Outros,263902.86,Possível,0.42,131951.43,159760.51,Ativo
PROC-2026-03623,2017-12-17,2019-08-09,600,SP,Cível - Execução,23728.87,Provável,0.95,22493.12,22460.51,Encerrado
PROC-2026-03624,2015-01-10,2017-11-25,1050,SP,Cível - Execução,327770.26,Possível,0.49,163885.13,42437.13,Ativo
PROC-2026-03625,2017-12-28,2018-12-15,352,SP,Cível - Outros,197764.17,Provável,0.83,164956.96,8823.57,Ativo
PROC-2026-03626,2015-08-26,2015-12-03,99,MG,Cível - Outros,90705.03,Provável,0.99,89364.47,4712.81,Encerrado
PROC-2026-03627,2015-12-21,2019-10-25,1404,SP,Cível - Execução,240453.21,Provável,0.9,217595.57,28096.5,Encerrado
PROC-2026-03628,2015-07-24,2018-05-24,1035,SP,Cível - Outros,489381.89,Provável,0.94,460924.05,62130.57,Encerrado
PROC-2026-03629,2016-07-28,2018-02-20,572,SP,Cível - Execução,421289.16,Provável,0.89,375504.03,21182.8,Ativo
PROC-2026-03630,2016-12-20,2018-12-10,720,SP,Cível - Indenizatória,303257.76,Provável,0.78,237199.42,25553.93,Encerrado
PROC-2026-03631,2015-06-15,2018-04-25,1045,SP,Cível - Execução,339022.65,Provável,0.73,248872.02,27168.79,Ativo
PROC-2026-03632,2018-01-27,2019-05-02,460,SP,Cível - Execução,477079.02,Possível,0.45,238539.51,16672.42,Ativo
PROC-2026-03633,2015-01-28,2015-08-16,200,SP,Cível - Outros,11180.82,Possível,0.59,5590.41,9619.99,Encerrado
PROC-2026-03634,2017-04-11,2021-04-06,1456,SP,Cível - Execução,330665.33,Provável,0.82,272107.26,60970.08,Encerrado
PROC-2026-03635,2015-02-07,2016-10-20,621,SP,Cível - Outros,383562.32,Possível,0.6,191781.16,26033.21,Encerrado
PROC-2026-03636,2017-02-14,2022-03-16,1856,SP,Cível - Indenizatória,252300.9,Provável,0.84,211417.17,76196.54,Encerrado
PROC-2026-03637,2018-04-14,2025-05-10,2583,SP,Cível - Outros,378551.64,Provável,0.85,323219.52,126311.05,Ativo
PROC-2026-03638,2017-07-14,2022-10-16,1920,SP,Cível - Execução,498778.19,Possível,0.35,249389.09,74003.25,Ativo
PROC-2026-03639,2016-01-10,2018-12-23,1078,SP,Trabalhista,47205.43,Provável,0.71,33430.12,18570.7,Encerrado
PROC-2026-03640,2017-05-31,2018-03-03,276,SP,Cível - Outros,33310.4,Possível,0.41,16655.2,6086.69,Encerrado
PROC-2026-03641,2016-02-25,2016-12-18,297,SP,Cível - Outros,87625.28,Possível,0.56,43812.64,18280.62,Encerrado
PROC-2026-03642,2015-09-27,2020-07-08,1746,SP,Cível - Execução,289929.15,Possível,0.67,144964.57,98768.67,Encerrado
PROC-2026-03643,2015-03-30,2020-05-14,1872,SP,Cível - Outros,233090.92,Provável,0.72,168494.7,61359.95,Encerrado
PROC-2026-03644,2018-08-30,2025-12-07,2656,SP,Cível - Outros,337835.54,Provável,0.95,319632.73,152201.5,Ativo
PROC-2026-03645,2015-08-30,2018-02-17,902,SP,Cível - Execução,60247.71,Provável,0.75,44933.94,49253.0,Encerrado
PROC-2026-03646,2018-07-29,2022-06-14,1416,SP,Cível - Outros,350811.15,Possível,0.31,175405.58,55892.14,Ativo
PROC-2026-03647,2019-05-10,2022-01-14,980,SP,Cível - Execução,208755.37,Possível,0.42,104377.69,50767.62,Encerrado
PROC-2026-03648,2015-07-27,2018-05-15,1023,SP,Cível - Execução,437273.33,Provável,0.97,422202.86,29905.93,Ativo
PROC-2026-03649,2015-03-10,2018-11-29,1360,SP,Cível - Execução,441422.12,Possível,0.51,220711.06,89115.09,Ativo
PROC-2026-03650,2017-03-02,2018-07-21,506,SP,Cível - Outros,66097.34,Provável,0.89,59106.83,23426.08,Encerrado
PROC-2026-03651,2017-04-13,2019-08-01,840,SP,Cível - Outros,496632.06,Possível,0.57,248316.03,42376.92,Encerrado
PROC-2026-03652,2016-03-10,2018-04-17,768,SP,Cível - Execução,435550.96,Provável,0.72,314884.2,38590.62,Ativo
PROC-2026-03653,2017-09-06,2021-10-27,1512,SP,Cível - Execução,375065.36,Provável,0.86,321777.98,40098.29,Encerrado
PROC-2026-03654,2015-11-28,2019-03-09,1197,SP,Cível - Execução,38604.91,Provável,0.83,32113.5,20208.93,Ativo
PROC-2026-03655,2017-04-26,2022-10-06,1989,SP,Cível - Execução,174399.47,Provável,0.77,134512.33,52251.68,Encerrado
PROC-2026-03656,2018-04-17,2021-02-24,1044,SP,Cível - Execução,321091.4,Possível,0.52,160545.7,34279.81,Ativo
PROC-2026-03657,2017-06-12,2021-01-18,1316,SP,Cível - Execução,29939.22,Provável,0.94,28105.69,41326.94,Ativo
PROC-2026-03658,2017-04-11,2023-12-06,2430,SP,Cível - Execução,214397.02,Provável,0.86,184651.38,100458.92,Encerrado
PROC-2026-03659,2017-01-18,2020-08-30,1320,SP,Cível - Outros,373961.14,Provável,0.82,307610.48,56317.28,Encerrado
PROC-2026-03660,2017-02-15,2018-12-05,658,SP,Cível - Outros,31827.43,Provável,0.91,29008.67,23505.65,Encerrado
PROC-2026-03661,2017-01-25,2018-03-09,408,SP,Cível - Outros,269958.73,Provável,0.9,242994.58,20674.9,Ativo
PROC-2026-03662,2019-03-09,2024-06-07,1917,SP,Cível - Execução,132651.28,Provável,0.74,98293.0,57759.32,Ativo
PROC-2026-03663,2017-06-21,2018-05-11,324,SP,Cível - Outros,128253.9,Provável,0.84,107906.91,19935.96,Encerrado
PROC-2026-03664,2017-03-31,2021-11-25,1700,SP,Cível - Execução,257875.82,Provável,0.96,248837.23,42173.2,Encerrado
PROC-2026-03665,2016-12-16,2017-08-26,253,SP,Cível - Outros,417871.69,Possível,0.69,208935.85,4767.82,Encerrado
PROC-2026-03666,2018-08-21,2021-04-07,960,SP,Cível - Indenizatória,129678.42,Provável,0.99,128561.36,52284.97,Ativo
PROC-2026-03667,2016-12-19,2019-09-01,986,SP,Cível - Execução,441738.82,Provável,1.0,440296.52,42569.56,Encerrado
PROC-2026-03668,2018-08-24,2024-06-05,2112,SP,Cível - Outros,32608.44,Possível,0.31,16304.22,134192.82,Encerrado
PROC-2026-03669,2018-03-07,2020-12-21,1020,SP,Cível - Execução,24551.07,Provável,0.97,23888.43,19284.8,Encerrado
PROC-2026-03670,2018-04-16,2021-02-13,1034,SP,Cível - Execução,50137.84,Possível,0.51,25068.92,55678.64,Ativo
PROC-2026-03671,2016-05-01,2019-05-06,1100,SP,Cível - Outros,299271.36,Provável,0.96,287066.68,40874.87,Encerrado
PROC-2026-03672,2015-11-07,2028-12-13,4785,SP,Cível - Execução,93666.55,Provável,0.77,72293.57,300959.36,Encerrado
PROC-2026-03673,2017-12-18,2020-07-27,952,SP,Cível - Outros,485953.87,Possível,0.42,242976.93,41930.73,Encerrado
PROC-2026-03674,2017-02-02,2017-10-12,252,SP,Cível - Outros,173592.68,Provável,0.81,141224.18,13930.73,Encerrado
PROC-2026-03675,2018-03-18,2018-10-02,198,SP,Cível - Outros,496075.12,Possível,0.4,248037.56,3375.61,Encerrado
PROC-2026-03676,2019-07-06,2021-06-20,715,SP,Cível - Execução,364361.77,Provável,0.95,347922.73,24459.6,Encerrado
PROC-2026-03677,2018-04-22,2021-03-13,1056,SP,Cível - Outros,140722.09,Provável,0.71,99954.65,64285.02,Ativo
PROC-2026-03678,2015-06-29,2015-11-08,132,SP,Cível - Outros,221598.1,Provável,0.78,173543.75,8650.8,Ativo
PROC-2026-03679,2018-09-10,2021-08-09,1064,SP,Cível - Outros,424473.55,Provável,0.88,375173.23,23810.03,Encerrado
PROC-2026-03680,2015-10-31,2019-02-02,1190,SP,Cível - Execução,135905.59,Provável,0.74,100097.38,21046.47,Encerrado
PROC-2026-03681,2017-03-30,2021-09-05,1620,SP,Cível - Outros,45802.26,Provável,0.81,37139.75,42674.64,Ativo
PROC-2026-03682,2016-04-13,2018-07-12,820,SP,Cível - Outros,215863.94,Provável,0.8,173291.4,40992.47,Ativo
PROC-2026-03683,2015-01-10,2020-09-30,2090,SP,Cível - Execução,59890.94,Provável,0.87,51959.81,116289.59,Encerrado
PROC-2026-03684,2018-03-23,2038-07-08,7412,SP,Cível - Execução,309393.65,Provável,0.93,286663.62,404231.36,Ativo
PROC-2026-03685,2016-03-13,2019-03-22,1104,SP,Cível - Execução,443017.88,Possível,0.39,221508.94,69464.64,Ativo
PROC-2026-03686,2017-12-06,2023-10-21,2145,SP,Cível - Execução,419546.38,Provável,0.75,313248.1,88517.95,Encerrado
PROC-2026-03687,2017-10-28,2019-04-09,528,SP,Cível - Outros,138577.27,Possível,0.36,69288.64,24936.25,Encerrado
PROC-2026-03688,2015-03-04,2017-04-02,760,SP,Cível - Execução,438117.84,Provável,0.7,307734.97,16270.0,Encerrado
PROC-2026-03689,2016-02-23,2020-02-26,1464,SP,Cível - Outros,88035.07,Provável,0.73,64339.03,39477.36,Encerrado
PROC-2026-03690,2017-05-14,2020-05-20,1102,SP,Cível - Outros,129156.63,Provável,0.76,98331.74,70797.64,Encerrado
PROC-2026-03691,2019-06-06,2020-06-20,380,SP,Cível - Outros,231902.22,Possível,0.64,115951.11,13452.37,Encerrado
PROC-2026-03692,2019-06-07,2021-03-13,645,SP,Cível - Outros,7507.75,Provável,0.92,6940.91,17376.43,Ativo
PROC-2026-03693,2015-04-16,2016-05-28,408,SP,Cível - Execução,415626.82,Possível,0.36,207813.41,11746.06,Ativo
PROC-2026-03694,2015-11-27,2019-10-27,1430,SP,Cível - Execução,178435.4,Provável,0.86,154281.32,26009.33,Ativo
PROC-2026-03695,2019-04-24,2020-12-26,612,SP,Cível - Execução,141504.96,Provável,0.89,125241.1,23539.37,Encerrado
PROC-2026-03696,2015-11-27,2019-11-30,1464,SP,Cível - Execução,288262.69,Possível,0.66,144131.35,44303.54,Ativo
PROC-2026-03697,2018-02-07,2049-07-26,11492,SP,Cível - Execução,54575.11,Provável,0.75,40984.53,201352.49,Encerrado
PROC-2026-03698,2015-10-29,2016-06-25,240,SP,Cível - Outros,404288.17,Possível,0.4,202144.08,6665.97,Ativo
PROC-2026-03699,2016-01-03,2016-05-26,144,SP,Cível - Outros,419507.14,Provável,0.82,345049.34,8199.43,Encerrado
PROC-2026-03700,2016-07-31,2018-02-11,560,SP,Cível - Outros,48099.69,Provável,0.89,43014.37,34005.72,Encerrado
PROC-2026-03701,2015-03-18,2016-11-27,620,SP,Cível - Execução,203714.12,Provável,0.97,196727.56,41114.43,Encerrado
PROC-2026-03702,2017-03-23,2018-03-18,360,SP,Cível - Outros,385168.16,Provável,0.99,381120.44,19123.1,Encerrado
PROC-2026-03703,2016-06-09,2017-03-11,275,SP,Cível - Outros,13857.98,Provável,0.97,13446.75,15657.87,Ativo
PROC-2026-03704,2017-09-07,2019-04-06,576,SP,Cível - Outros,293144.63,Provável,0.8,235416.51,37813.67,Ativo
PROC-2026-03705,2019-04-08,2023-05-22,1505,SP,Cível - Execução,207657.67,Provável,0.94,195018.23,84031.08,Encerrado
PROC-2026-03706,2019-06-04,2021-08-12,800,SP,Cível - Outros,160666.74,Provável,0.99,158369.65,51483.66,Encerrado
PROC-2026-03707,2017-08-25,2020-05-13,992,SP,Cível - Execução,318793.82,Provável,0.9,285616.8,35185.17,Ativo
PROC-2026-03708,2017-12-25,2020-03-23,819,SP,Cível - Execução,478170.6,Possível,0.47,239085.3,30944.42,Ativo
PROC-2026-03709,2019-06-19,2021-03-10,630,SP,Cível - Execução,410302.39,Provável,0.79,323818.37,41436.72,Encerrado
PROC-2026-03710,2015-03-26,2017-04-20,756,SP,Cível - Execução,339667.82,Possível,0.62,169833.91,46308.79,Ativo
PROC-2026-03711,2019-02-23,2020-02-19,361,SP,Cível - Outros,329332.0,Possível,0.36,164666.0,6917.47,Encerrado
PROC-2026-03712,2017-06-17,2021-08-03,1508,SP,Cível - Outros,497571.84,Possível,0.32,248785.92,86244.68,Encerrado
PROC-2026-03713,2015-07-18,2016-10-16,456,SP,Cível - Execução,146822.98,Provável,0.78,114188.67,8729.14,Encerrado
PROC-2026-03714,2017-08-17,2019-01-11,512,SP,Cível - Outros,39587.12,Possível,0.67,19793.56,25097.81,Encerrado
PROC-2026-03715,2018-06-21,2019-05-27,340,SP,Cível - Execução,431151.78,Possível,0.52,215575.89,14620.64,Ativo
PROC-2026-03716,2016-01-09,2028-11-20,4699,SP,Cível - Outros,213440.66,Provável,0.79,169187.11,104066.07,Encerrado
PROC-2026-03717,2019-01-14,2019-07-09,176,SP,Cível - Outros,102591.61,Possível,0.35,51295.81,7012.96,Encerrado
PROC-2026-03718,2016-10-30,2025-09-28,3255,SP,Cível - Outros,353785.13,Possível,0.5,176892.56,91871.31,Ativo
PROC-2026-03719,2018-07-11,2020-11-21,864,SP,Trabalhista,26392.22,Possível,0.68,13196.11,46254.66,Ativo
PROC-2026-03720,2015-08-20,2018-02-01,896,SP,Cível - Outros,476873.14,Provável,0.95,453450.73,29930.65,Ativo
PROC-2026-03721,2017-05-28,2026-02-10,3180,SP,Cível - Execução,7638.86,Provável,0.96,7322.24,101988.55,Encerrado
PROC-2026-03722,2017-08-09,2021-07-05,1426,SP,Cível - Outros,420770.35,Provável,0.73,307605.62,89885.27,Encerrado
PROC-2026-03723,2016-02-24,2016-10-05,224,SP,Cível - Outros,356491.49,Possível,0.33,178245.75,7321.48,Encerrado
PROC-2026-03724,2016-05-01,2019-11-09,1287,SP,Cível - Execução,306180.42,Provável,0.92,282707.65,70449.08,Ativo
PROC-2026-03725,2016-01-06,2021-12-23,2178,SP,Cível - Execução,266437.45,Provável,0.95,252202.62,117309.77,Encerrado
PROC-2026-03726,2018-11-25,2024-04-27,1980,SP,Cível - Execução,444972.04,Provável,0.7,312741.38,63864.96,Ativo
PROC-2026-03727,2017-11-05,2018-10-16,345,SP,Cível - Execução,242610.62,Possível,0.51,121305.31,21293.22,Encerrado
PROC-2026-03728,2016-11-06,2019-12-03,1122,SP,Cível - Execução,123542.25,Provável,0.99,122736.0,31276.44,Ativo
PROC-2026-03729,2015-12-07,2018-10-01,1029,SP,Cível - Indenizatória,129440.37,Provável,0.74,96121.64,48369.44,Encerrado
PROC-2026-03730,2017-08-31,2019-02-12,530,SP,Trabalhista,341405.32,Provável,0.82,280331.15,16596.75,Ativo
PROC-2026-03731,2016-12-16,2022-12-15,2190,SP,Trabalhista,23357.51,Possível,0.63,11678.76,71574.61,Encerrado
PROC-2026-03732,2015-07-03,2021-08-30,2250,SP,Cível - Outros,380732.89,Possível,0.31,190366.44,104848.57,Ativo
PROC-2026-03733,2016-09-16,2031-10-07,5499,SP,Cível - Execução,11828.92,Provável,0.98,11637.79,135253.05,Ativo
PROC-2026-03734,2018-07-16,2020-11-20,858,SP,Cível - Execução,155450.44,Provável,0.81,125173.01,52517.59,Ativo
PROC-2026-03735,2018-02-17,2021-09-11,1302,SP,Cível - Execução,362800.44,Possível,0.47,181400.22,55401.28,Ativo
PROC-2026-03736,2019-10-01,2022-10-25,1120,SP,Cível - Outros,330784.54,Possível,0.48,165392.27,51612.68,Encerrado
PROC-2026-03737,2016-06-02,2019-03-07,1008,SP,Cível - Execução,394907.86,Provável,0.87,342874.89,30763.67,Encerrado
PROC-2026-03738,2016-04-20,2019-02-07,1023,SP,Cível - Outros,223691.54,Provável,0.89,199705.52,46585.7,Ativo
PROC-2026-03739,2015-07-20,2018-06-04,1050,SP,Cível - Outros,271664.43,Possível,0.59,135832.21,53238.3,Encerrado
PROC-2026-03740,2018-10-29,2023-03-23,1606,SP,Cível - Execução,442606.1,Provável,0.75,332332.98,63459.03,Encerrado
PROC-2026-03741,2018-12-23,2022-05-18,1242,SP,Cível - Execução,256736.27,Provável,0.94,241205.27,70755.17,Encerrado
PROC-2026-03742,2016-07-18,2020-01-14,1275,SP,Cível - Execução,337709.26,Provável,0.9,305274.65,61581.1,Ativo
PROC-2026-03743,2018-09-05,2024-08-20,2176,SP,Cível - Execução,454513.24,Possível,0.31,227256.62,134110.39,Encerrado
PROC-2026-03744,2017-07-26,2019-11-21,848,SP,Cível - Execução,5816.88,Possível,0.52,2908.44,19073.93,Encerrado
PROC-2026-03745,2018-03-09,2019-11-23,624,SP,Cível - Outros,423487.51,Possível,0.69,211743.75,18793.17,Encerrado
PROC-2026-03746,2017-03-26,2022-06-28,1920,SP,Cível - Execução,121640.22,Provável,0.85,103088.78,48982.84,Ativo
PROC-2026-03747,2017-10-29,2020-11-24,1122,SP,Cível - Execução,234835.45,Provável,0.75,176696.75,43156.13,Encerrado
PROC-2026-03748,2019-03-13,2022-10-29,1326,SP,Trabalhista,313764.51,Provável,0.85,265850.81,83711.1,Ativo
PROC-2026-03749,2016-05-29,2017-07-08,405,SP,Cível - Outros,456561.57,Possível,0.44,228280.78,10328.4,Encerrado
PROC-2026-03750,2015-05-31,2016-07-29,425,SP,Cível - Outros,448989.12,Possível,0.43,224494.56,20640.14,Encerrado
PROC-2026-03751,2017-10-17,2020-03-05,870,SP,Cível - Indenizatória,185046.95,Provável,0.76,140247.43,28060.4,Encerrado
PROC-2026-03752,2018-07-28,2021-02-10,928,SP,Cível - Execução,467901.0,Possível,0.47,233950.5,51463.95,Ativo
PROC-2026-03753,2015-08-01,2015-12-11,132,SP,Cível - Outros,380922.74,Possível,0.36,190461.37,4929.59,Encerrado
PROC-2026-03754,2019-09-29,2021-11-05,768,SP,Cível - Execução,95440.5,Provável,0.84,80083.45,30320.31,Encerrado
PROC-2026-03755,2016-06-11,2018-10-09,850,SP,Cível - Outros,423281.26,Provável,0.73,310599.73,45597.73,Ativo
PROC-2026-03756,2019-03-18,2020-05-07,416,SP,Cível - Outros,190253.84,Possível,0.35,95126.92,23029.01,Encerrado
PROC-2026-03757,2018-05-14,2021-09-04,1209,SP,Cível - Outros,29005.82,Provável,0.86,24845.26,40017.84,Encerrado
PROC-2026-03758,2017-12-25,2020-03-16,812,SP,Cível - Execução,469672.78,Provável,0.77,361041.59,24145.44,Encerrado
PROC-2026-03759,2017-09-26,2022-07-26,1764,SP,Cível - Execução,84553.04,Provável,0.75,63219.54,104058.98,Encerrado
PROC-2026-03760,2018-07-30,2020-07-19,720,SP,Cível - Outros,453926.39,Provável,0.83,377676.83,27238.78,Encerrado
PROC-2026-03761,2017-08-04,2020-05-24,1024,SP,Cível - Execução,417747.87,Possível,0.61,208873.93,61638.41,Ativo
PROC-2026-03762,2016-02-12,2021-08-20,2016,SP,Cível - Outros,432714.1,Provável,0.77,331694.52,119703.02,Encerrado
PROC-2026-03763,2019-04-14,2020-08-30,504,SP,Cível - Execução,259855.57,Provável,0.92,239066.26,30142.18,Encerrado
PROC-2026-03764,2017-02-26,2020-05-14,1173,SP,Cível - Execução,398325.56,Provável,0.85,340054.33,61675.1,Encerrado
PROC-2026-03765,2017-11-16,2019-02-09,450,SP,Trabalhista,9412.71,Possível,0.51,4706.35,11822.79,Ativo
PROC-2026-03766,2015-01-15,2016-07-29,561,SP,Cível - Outros,307489.62,Possível,0.46,153744.81,18821.64,Encerrado
PROC-2026-03767,2017-09-13,2022-08-18,1800,SP,Cível - Execução,260051.42,Possível,0.66,130025.71,100994.24,Encerrado
PROC-2026-03768,2019-10-23,2024-11-21,1856,SP,Cível - Execução,486961.65,Provável,0.99,483477.22,68874.82,Encerrado
PROC-2026-03769,2015-09-30,2019-04-02,1280,SP,Cível - Outros,412082.24,Possível,0.54,206041.12,49541.98,Encerrado
